"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 17 07:38:45 GMT 2020","Thu Sep 17 07:38:45 GMT 2020","8","","io.qameta.allure.examples.AllureStepTest","","io.qameta.allure.examples.AllureStepTest","allureLambdaStepTest","allureLambdaStepTest()",""
"passed","Thu Sep 17 07:38:45 GMT 2020","Thu Sep 17 07:38:45 GMT 2020","2","","Suite from lambda annotation","","io.qameta.allure.examples.AllureBehaviorsMappingTest","allureLambdaSuiteTest","allureLambdaSuiteTest()",""
"passed","Thu Sep 17 07:38:45 GMT 2020","Thu Sep 17 07:38:45 GMT 2020","2","","io.qameta.allure.examples.AllureBehaviorsMappingTest","","io.qameta.allure.examples.AllureBehaviorsMappingTest","allureBehaviorsMappingTest","allureBehaviorsMappingTest()",""
"passed","Thu Sep 17 07:38:45 GMT 2020","Thu Sep 17 07:38:45 GMT 2020","20","","io.qameta.allure.examples.AllureAttachmentTest","","io.qameta.allure.examples.AllureAttachmentTest","allureAttachmentAnnotationTest","allureAttachmentAnnotationTest()",""
"passed","Thu Sep 17 07:38:45 GMT 2020","Thu Sep 17 07:38:45 GMT 2020","2","","io.qameta.allure.examples.AllureBehaviorsMappingTest","","io.qameta.allure.examples.AllureBehaviorsMappingTest","allureStoryMappingTest","allureStoryMappingTest()",""
"passed","Thu Sep 17 07:38:44 GMT 2020","Thu Sep 17 07:38:45 GMT 2020","35","","io.qameta.allure.examples.AllureStepTest","","io.qameta.allure.examples.AllureStepTest","allureSimpleStepTest","allureSimpleStepTest()",""
"passed","Thu Sep 17 07:38:45 GMT 2020","Thu Sep 17 07:38:45 GMT 2020","1","","io.qameta.allure.examples.AllureBehaviorsMappingTest","","io.qameta.allure.examples.AllureBehaviorsMappingTest","allureFeatureMappingTest","allureFeatureMappingTest()",""
"passed","Thu Sep 17 07:38:45 GMT 2020","Thu Sep 17 07:38:45 GMT 2020","1","","io.qameta.allure.examples.AllureTestParametersTest","","io.qameta.allure.examples.AllureTestParametersTest","allureOneTestParameterTest","allureOneTestParameterTest()",""
"passed","Thu Sep 17 07:38:45 GMT 2020","Thu Sep 17 07:38:45 GMT 2020","0","","io.qameta.allure.examples.AllureBehaviorsMappingTest","","io.qameta.allure.examples.AllureBehaviorsMappingTest","allureLambdaBehaviorsMappingTest","allureLambdaBehaviorsMappingTest()",""
"passed","Thu Sep 17 07:38:45 GMT 2020","Thu Sep 17 07:38:45 GMT 2020","12","","io.qameta.allure.examples.AllureAttachmentTest","","io.qameta.allure.examples.AllureAttachmentTest","allureSimpleAttachmentTest","allureSimpleAttachmentTest()",""
"passed","Thu Sep 17 07:38:45 GMT 2020","Thu Sep 17 07:38:45 GMT 2020","2","","io.qameta.allure.examples.AllureTestParametersTest","","io.qameta.allure.examples.AllureTestParametersTest","allureTestParametersTest","allureTestParametersTest()",""
"passed","Thu Sep 17 07:38:45 GMT 2020","Thu Sep 17 07:38:45 GMT 2020","0","","io.qameta.allure.examples.AllureBehaviorsMappingTest","","io.qameta.allure.examples.AllureBehaviorsMappingTest","allureEpicMappingTest","allureEpicMappingTest()",""
"passed","Thu Sep 17 07:38:45 GMT 2020","Thu Sep 17 07:38:45 GMT 2020","16","","io.qameta.allure.examples.AllureStepTest","","io.qameta.allure.examples.AllureStepTest","allureStepAnnotationTest","allureStepAnnotationTest()",""
